,sno,new_tweet_text,old_tweet_text,new_label,old_label,updated,
116,116,"RT @OlympedeGouges: ""help, FEMA announced over the weekend that it is offering victims of Hurricane Sandy vouchers good for up to two we ...","RT @OlympedeGouges: ""help, FEMA announced over the weekend that it is offering victims of Hurricane Sandy vouchers good for up to two we ...",request,not_request,1,1
117,117,RT @HoneyMommyYum: Every new like on our NBC Connecticut FB page donates $1 to Red Cross Hurricane Sandy relief efforts!  Please... http ...,RT @HoneyMommyYum: Every new like on our NBC Connecticut FB page donates $1 to Red Cross Hurricane Sandy relief efforts!  Please... http ...,request,request,1,0
118,118,RT @iHeartRadio: WATCH NOW (8/7c) @NBC Hurricane Sandy: Coming Together Donate to @RedCross relief efforts #SandyHelp text REDCROSS to 9 ...,RT @iHeartRadio: WATCH NOW (8/7c) @NBC Hurricane Sandy: Coming Together Donate to @RedCross relief efforts #SandyHelp text REDCROSS to 9 ...,not_request,request,1,1
119,119,Just donated to the @RedCross for hurricane #Sandy relief.  The pictures they're showing are just so sad.  Stay safe everyone.,Just donated to the @RedCross for hurricane #Sandy relief.  The pictures they're showing are just so sad.  Stay safe everyone.,not_request,not_request,1,0
120,120,Tell that blowhard Donald Trump to donate his $5 million to Red Cross hurricane relief efforts! http://t.co/lI3eafFD @signon,Tell that blowhard Donald Trump to donate his $5 mil to Red Cross hurricane relief efforts! http://t.co/ls3FexxD @realdonaldtrump #thedon,not_request,not_request,1,0
121,121,"If you've got a little, give a little. - Help donate to the victims of Hurricane Sandy by shipping items to tâ¦ http://t.co/ykXb02KU","If you've got a little, give a little. - Help donate to the victims of Hurricane Sandy by shipping items to t… http://t.co/ykXb02KU",request,request,1,0
122,122,RT @breakingcauses We're using @rebelmouse's visual media platform to show how to help #Hurricane #Sandy survivors http://t.co/OuTUtT29,RT @breakingcauses We're using @rebelmouse's visual media platform to show how to help #Hurricane #Sandy survivors http://t.co/OuTUtT29,request,not_request,1,1
123,123,http://t.co/4myGlAww Small Business Administration Stands Ready to Help After Hurricane Sandy: Were you affected by Hur...  Gary Rothfeld,"http://t.co/4myGlAww Small Business Administration Stands Ready to Help After Hurricane Sandy: 
Were you affected by Hur...  Gary Rothfeld",not_request,not_request,1,0
124,124,RT @HRC: Take Action: Support Hurricane Sandy Relief Efforts -- http://t.co/674SkwNM,RT @HRC: Take Action: Support Hurricane Sandy Relief Efforts -- http://t.co/674SkwNM,not_request,request,1,1
125,125,RT@CP3: Follow @CP3Cares and I will donate $1 for the first 10k new followers to support  Hurricane Sandy Relief Efforts. LETSGO!,RT @ReggieEvans30: “@CP3: Follow @CP3Cares and I will donate $1 for the first 10k new followers to support   Hurricane Sandy Relief Effo ...,not_request,not_request,1,0
126,126,"Summerlin, here's how we can help #Hurricane #Sandy survivors http://t.co/eJgajEF6","Summerlin, here's how we can help #Hurricane #Sandy survivors http://t.co/6CGPIFpD",not_request,not_request,1,0
127,127,AT&amp;T and T-Mobile Sharing Network Bandwith to Help After Hurricane Sandy: Hurricane Sandy might finally be clear... http://t.co/4nNBQsTO,AT&amp;T and T-Mobile Sharing Network Bandwith to Help After Hurricane Sandy: Hurricane Sandy might finally be clear... http://t.co/4nNBQsTO,not_request,not_request,1,0
128,128,To our Twitter Family As Hurricane Sandy passes us we would like to express warm wishes to everyone. We Pray that you are all safe.,To our Twitter Family As Hurricane Sandy passes us we would like to express warm wishes to everyone. We Pray that you are all safe.,not_request,not_request,1,0
129,129,"Thank you @whec_nrudd for broadcasting live today! We are now at $1,850 for Hurricane Relief. Call 585-241-4201 to make your gift!","Thank you @whec_nrudd for broadcasting live today! We are now at $1,850 for Hurricane Relief. Call 585-241-4201 to make your gift!",not_request,request,1,1
130,130,I compiled a list of where to Donate Safely for Hurricane Sandy Victims .... PLEASE HELP! There is another Coastal... http://t.co/qGep0sg3,I compiled a list of where to Donate Safely for Hurricane Sandy Victims .... PLEASE HELP! There is another Coastal... http://t.co/qGep0sg3,not_request,request,1,1
131,131,Important. RT @RedCross: Interactive map for Hurricane Sandy relief efforts: http://t.co/WO0lLFdn,Important. RT @RedCross: Interactive map for Hurricane Sandy relief efforts: http://t.co/WO0lLFdn,not_request,not_request,1,0
132,132,Shout out to my mom who's boarding a plane to NY to help out victims of Hurricane Sandy hope she has a safe trip love u!!!,Shout out to my mom who's boarding a plane to NY to help out victims of Hurricane Sandy hope she has a safe trip love u!!!,not_request,not_request,1,0
133,133,Do your part. So so simple. #Sandy // RT @lifehacker: Donate to Hurricane Sandy victims with a simple text message: http://t.co/5lT3wQGM,Do your part. So so simple. #Sandy // RT @lifehacker: Donate to Hurricane Sandy victims with a simple text message: http://t.co/5lT3wQGM,request,request,1,0
134,134,Verizon pledges $1.2 million to aid Hurricane Sandy victims http://t.co/82Qa0E46 #AndroidCarriers #AndroidNews #AmericanRedCross,Verizon pledges $1.2 million to aid Hurricane Sandy victims http://t.co/82Qa0E46 #AndroidCarriers #AndroidNews #AmericanRedCross,not_request,not_request,1,0
135,135,RT @thaitvnews: popsci - Scientists Looking For Volunteers To Snag Samples Of Hurricane Sandy:  If you're in a safe area (please... http ...,RT @thaitvnews: popsci - Scientists Looking For Volunteers To Snag Samples Of Hurricane Sandy:  If you're in a safe area (please... http ...,not_request,request,1,1
136,136,"Bellevue, here's how we can help #Hurricane #Sandy survivors http://t.co/C5XpYpOo","Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",not_request,request,1,1
137,137,RT @Fjtour2: Hey everyone find your local Red Cross and give blood that's an easy way to help the Hurricane Sandy victims. I did it so c ...,RT @Fjtour2: Hey everyone find your local Red Cross and give blood that's an easy way to help the Hurricane Sandy victims. I did it so c ...,not_request,request,1,1
138,138,"RT @WellandGoodNYC: Nice! @SLTnyc donation-based 30/30 class 11/11 at 1:45PM min. $30, all goes to Hurricane Sandy Relief efforts. http: ...","RT @WellandGoodNYC: Nice! @SLTnyc donation-based 30/30 class 11/11 at 1:45PM min. $30, all goes to Hurricane Sandy Relief efforts. http: ...",not_request,request,1,1
139,139,News Corp. to Donate $1 Million to Hurricane Sandy Relief Efforts: The funds will be evenly divided between New ... http://t.co/snfsFl0p,News Corp. to Donate $1 Million to Hurricane Sandy Relief Efforts: The funds will be evenly divided between New ... http://t.co/snfsFl0p,not_request,not_request,1,0
140,140,@ag_conservative politicizing Hurricane Sandy much? Now targeting the Red Cross based on the stupid Molinaro comments? Tuesday ...Tuesday,Not Found,not_request,Not Found,0,1
141,141,Toyota Donates $1 Million to Support Hurricane Sandy Relief Efforts http://t.co/jb2k3UEJ,Not Found,not_request,Not Found,0,1
142,142,"Lodi, here's how we can help #Hurricane #Sandy survivors http://t.co/opaweTkK","Bellevue, here's how we can help #Hurricane #Sandy survivors http://t.co/C5XpYpOo",not_request,not_request,1,0
143,143,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/xV9bRjso,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHurricane Sandy Cancels 300 Bl... http://t.co/pWyzPheV,not_request,request,1,1
144,144,"I Still Love NY, Hurricane Sandy Relief T-Shirt http://t.co/6eKzyqgh","I Still Love NY, Hurricane Sandy Relief T-Shirt http://t.co/6eKzyqgh",not_request,not_request,1,0
145,145,"Dwayne Wade donated his check for tonight to Hurricane Sandy relief! Roughly $200,000. Pretty Good, Every mickle mek a muckle","Dwayne Wade donated his check for tonight to Hurricane Sandy relief! Roughly $200,000. Pretty Good, Every mickle mek a muckle",not_request,not_request,1,0
146,146,"Patch &amp; AOL Send Hurricane Sandy Relief Trucks to Long Island, NJ @PatchTweet http://t.co/iNQN2S6G","Patch &amp; AOL Send Hurricane Sandy Relief Trucks to Long Island, NJ @PatchTweet http://t.co/iNQN2S6G",not_request,not_request,1,0
147,147,Hurricane Sandy: Help those in need by making a monetary donation to the American Red Cross... http://t.co/iM88SKO8,Hurricane Sandy: Help those in need by making a monetary donation to the American Red Cross... http://t.co/iM88SKO8, request,request,1,1
148,148,text SANDY to 90999 to donate $10 for hurricane relief,Not Found,request,Not Found,0,1
149,149,"Hawaii, here's how we can help #Hurricane #Sandy survivors http://t.co/OYGjElSU","Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",not_request,request,1,1
150,150,[Mod Post] Hurricane Sandy Relief http://t.co/ykjrOoVJ #AsianPopAddict,[Mod Post] Hurricane Sandy Relief http://t.co/ykjrOoVJ #AsianPopAddict,not_request,request,1,1
151,151,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help. http://t.co/ABhXLilQ,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help http://t.co/DKp68PdI,not_request,request,1,1
152,152,RT @cicfoundation: Want to help those affected by Hurricane #Sandy? CICF's Philanthropic Services team has advice: http://t.co/U5SuePli,RT @cicfoundation: Want to help those affected by Hurricane #Sandy? CICF's Philanthropic Services team has advice: http://t.co/U5SuePli,not_request,request,1,1
153,153,"Donate at: http://t.co/Y1rjRuEb, 1-800-RED-CROSS, or text REDCROSS to 90999 to make a $10 donation for the Hurricane Sandy effort.","Donate at: http://t.co/Y1rjRuEb, 1-800-RED-CROSS, or text REDCROSS to 90999 to make a $10 donation for the Hurricane Sandy effort.",request,request,1,0
154,154,"RT @Punkrose33: If you have extra clothes and wish to donate to the victims of Hurricane Sandy, @Apt78, @Nailloungeny and @Dyâ¦ http://t. ...","RT @Punkrose33: If you have extra clothes and wish to donate to the victims of Hurricane Sandy, @Apt78, @Nailloungeny and @Dy… http://t. ...",not_request,request,1,1
155,155,Hurricane Sandy: NY marathon bosses blame media for race cancellation... as runners take buses to help victims http://t.co/x9tT6FIN,Hurricane Sandy: NY marathon bosses blame media for race cancellation... as runners take buses to help victims http://t.co/x9tT6FIN,not_request,not_request,1,0
156,156,Hurricane #Sandy cancels 300 blood drives: How you can help http://t.co/nAMxj1j0,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help http://t.co/DKp68PdI,not_request,request,1,1
157,157,RT @WorkCoachCafe: #NJ hiring people who **lost #jobs because of hurricane #Sandy**. Visit http://t.co/ssQP8uMz or Call 1-877-682-6238.,RT @WorkCoachCafe: #NJ hiring people who **lost #jobs because of hurricane #Sandy**. Visit http://t.co/ssQP8uMz or Call 1-877-682-6238.,not_request,not_request,1,0
158,158,"Yo, @thepointsguy! Fyi! RT @latimestravel: Airlines reward customers who donate to Hurricane Sandy relief http://t.co/jwgtvw5b","Yo, @thepointsguy! Fyi! RT @latimestravel: Airlines reward customers who donate to Hurricane Sandy relief http://t.co/jwgtvw5b",not_request,request,1,1
159,159,RT @LOLGOP: REMINDER: Text the word REDCROSS to 90999 to donate $10 to the Red Cross' efforts to help victims of Hurricane Sandy http:// ...,RT @LOLGOP: REMINDER: Text the word REDCROSS to 90999 to donate $10 to the Red Cross' efforts to help victims of Hurricane Sandy http:// ...,request,request,1,0
160,160,&lt;em&gt;Mob Wives&lt;/em&gt; Star Crashes Hurricane Sandy Relief Effort http://t.co/UDRReIfk via @newyorkobserver,&lt;em&gt;Mob Wives&lt;/em&gt; Star Crashes Hurricane Sandy Relief Effort http://t.co/UDRReIfk via @newyorkobserver,not_request,not_request,1,0
161,161,"It's Friday come &amp; have a 'Hurricane Relief""Cocktail,we will donate 100% of proceeds to help NY who had storm damage http://t.co/qJ1XjXCF","It's Friday come &amp; have a 'Hurricane Relief""Cocktail,we will donate 100% of proceeds to help NY who had storm damage http://t.co/qJ1XjXCF",not_request,request,1,1
162,162,Help those affected by Hurricane #Sandy! #NJ #NewJersey #NYC http://t.co/NDLTedps via @BabyEsMomma,Help those affected by Hurricane #Sandy! #NJ #NewJersey #NYC http://t.co/NDLTedps via @BabyEsMomma,request,request,1,0
163,163,"Everyone that can, definitely needs to donate to Staten Island and the other places affected by the hurricane! #Sandy","Everyone that can, definitely needs to donate to Staten Island and the other places affected by the hurricane! #Sandy",not_request,request,1,1
164,164,"#LiveWire Game Donated $10,000 to Hurricane Sandy Voters: The rapper wanted to help storm victi... http://t.co/EWkLK4ph #LiveWireRecords","#LiveWire Game Donated $10,000 to Hurricane Sandy Voters: The rapper wanted to help storm victi... http://t.co/EWkLK4ph #LiveWireRecords",not_request,not_request,1,0
165,165,This Haddonfield benefit for Hurricane Sandy relief will shoot for a big score. http://t.co/ypS0YJrk,This Haddonfield benefit for Hurricane Sandy relief will shoot for a big score. http://t.co/ypS0YJrk,not_request,request,1,1
166,166,"Next up, how to make money off the hurricane, start asking for donations and dribble 1% to actual victims.","Next up, how to make money off the hurricane, start asking for donations and dribble 1% to actual victims.",not_request,not_request,1,0
167,167,RT @JohnKasich: Victims of Hurricane Sandy could use your help. Text REDCROSS to 90999 to give $10 to American Red Cross Disaster Relief ...,RT @JohnKasich: Victims of Hurricane Sandy could use your help. Text REDCROSS to 90999 to give $10 to American Red Cross Disaster Relief ...,not_request,request,1,1
168,168,"@HowardBallou Tanks, Tees-n-Things, Jackson Square Promenade is donating $3.00 from each custom t-shirt made to the Hurricane Sandy relief.","@HowardBallou Tanks, Tees-n-Things, Jackson Square Promenade is donating $3.00 from each custom t-shirt made to the Hurricane Sandy relief.",not_request,request,1,1
169,169,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help! http://t.co/kTo1YlpX,Hurricane Sandy Cancels 300 Blood Drives: How You Can Help http://t.co/DKp68PdI,not_request,request,1,1
